_id,RSN,Property Manager,PCODE,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
183709,4153384,,M5E,,2021,1997,SOCIAL HOUSING,10,Spadina-Fort York,2 MARKET ST,10,141,2021-04-28,81,Evaluation needs to be conducted in 3 years,19,4,4,5,3,5,4,3,5,3,,4,4,5,4,4,4,4,4,3,5,S1038,43.64722354,-79.37151625,315149.491,4833927.328
183710,4250261,HOUSELINK COMMUNITY HOMES,M6K,2017,2021,1987,SOCIAL HOUSING,4,Parkdale-High Park,1245 KING ST W,3,39,2021-04-28,66,Evaluation needs to be conducted in 2 years,17,3,3,4,3,4,3,,3,,4,3,3,5,3,3,3,3,3,3,,S0437,43.63848844,-79.42877829,310530.87,4832951.348
183711,4288126,,M6K,2017,2021,1920,SOCIAL HOUSING,4,Parkdale-High Park,1339 KING ST W,3,10,2021-04-28,84,Evaluation needs to be conducted in 3 years,14,4,4,5,4,,4,,4,,,5,4,5,4,4,4,,4,4,,S0437,43.63771648,-79.4326282,310220.312,4832865.346
183712,4153396,,M5C,2017,2021,1990,TCHC,13,Toronto Centre,60 RICHMOND ST E,8,50,2021-04-28,83,Evaluation needs to be conducted in 3 years,18,4,4,5,4,4,3,4,3,5,,4,4,5,5,5,4,4,4,,4,S1334,43.65253963,-79.37619428,314771.228,4834517.345
183713,4153601,,M4X,2017,2021,1969,PRIVATE,13,Toronto Centre,650 PARLIAMENT ST,22,568,2021-04-28,61,Evaluation needs to be conducted in 1 year,18,4,4,3,2,4,3,3,4,3,,3,3,3,3,2,3,3,3,2,,S1323,43.66961181,-79.37066311,315214.451,4836414.664
183714,4153231,,M5R,2017,2021,1972,SOCIAL HOUSING,11,University-Rosedale,138 PEARS AVE,7,96,2021-04-28,70,Evaluation needs to be conducted in 2 years,14,3,3,3,3,3,3,,4,,,3,3,5,4,4,4,,4,,,S1127,43.67555545,-79.39813233,313033.034,4837080.904
183715,4153395,FRED VICTOR CENTRE,M5A,2017,2021,1900,SOCIAL HOUSING,13,Toronto Centre,147 QUEEN ST E,7,76,2021-04-28,76,Evaluation needs to be conducted in 2 years,18,4,4,5,3,4,3,,4,3,,3,3,5,4,3,4,4,4,4,4,S1334,43.65357466,-79.37267827,315054.67,4834632.752
183716,4888762,O'CONNOR APTS LIMITED,M4B,,2021,1965,PRIVATE,19,Beaches-East York,994 O'CONNOR DR,3,18,2021-04-28,59,Evaluation needs to be conducted in 1 year,14,2,3,4,3,,3,,2,,,2,4,4,3,3,2,,3,3,,S1921,43.70905135,-79.3106659,320042.771,4840805.515
183717,4888795,,M4B,2021,2021,1951,PRIVATE,19,Beaches-East York,1000 O'CONNOR DR,3,12,2021-04-28,64,Evaluation needs to be conducted in 1 year,14,3,4,4,3,,4,,2,,,3,4,4,3,3,3,,3,2,,S1921,43.70927359,-79.31041704,320062.769,4840830.249
183718,4156601,,,2017,2021,2010,TCHC,13,Toronto Centre,1 OAK ST,10,84,2021-04-28,71,Evaluation needs to be conducted in 2 years,17,4,4,4,3,3,3,3,3,3,,3,4,4,4,4,4,,4,3,,S1330,43.66064053,-79.36606947,315613.334,4835427.868
183719,4153571,,M5A,2018,2021,1969,PRIVATE,13,Toronto Centre,210 OAK ST,17,260,2021-04-28,57,Evaluation needs to be conducted in 1 year,18,3,3,4,3,3,4,2,3,2,,2,2,4,2,3,3,2,3,3,,S1330,43.66336807,-79.35846226,316209.596,4835679.79
183720,4153419,,M5T,2017,2021,1979,TCHC,11,University-Rosedale,34 OXFORD ST,5,189,2021-04-28,70,Evaluation needs to be conducted in 2 years,18,3,3,3,4,3,4,3,4,4,,3,4,4,3,4,4,3,3,4,,S1143,43.65689692,-79.40179055,312705.645,4834999.574
183721,4153414,DEEP QUONGG COMMUNITY FUND INC,M5T,2018,2021,1961,TCHC,11,University-Rosedale,2 MURRAY ST,6,86,2021-04-28,74,Evaluation needs to be conducted in 2 years,16,3,3,5,3,4,3,,4,4,,3,4,5,3,4,4,,3,4,,S1144,43.65629937,-79.39093867,313581.33,4834933.378
183722,4156547,GREENWIN,,2017,2021,2010,TCHC,13,Toronto Centre,92 CARLTON ST,12,110,2021-04-28,67,Evaluation needs to be conducted in 2 years,18,4,4,3,3,3,3,3,3,4,4,3,3,3,3,4,4,,3,3,,S1326,43.66229438,-79.37821393,314606.727,4835600.825
183723,4152719,,M1P,2017,2021,1960,PRIVATE,21,Scarborough Centre,1477 BIRCHMOUNT RD,3,21,2021-04-28,79,Evaluation needs to be conducted in 2 years,15,4,4,4,4,,4,,3,,,5,5,4,3,4,4,5,4,2,,E2128,43.75694011,-79.28821677,321838.336,4846130.019
183724,4153178,,M5S,2017,2021,1919,PRIVATE,11,University-Rosedale,334 BLOOR ST W,3,24,2021-04-28,71,Evaluation needs to be conducted in 2 years,14,3,3,5,3,3,3,,4,,,3,4,5,3,4,4,,3,,,S1126,43.66683908,-79.40425328,312505.959,4836102.924
183725,4153613,,M4K,2017,2021,1950,PRIVATE,14,Toronto-Danforth,812 BROADVIEW AVE,3,24,2021-04-28,60,Evaluation needs to be conducted in 1 year,15,3,3,1,3,3,3,,3,,,3,3,4,3,3,3,,4,,3,S1424,43.67786345,-79.35881738,316168.205,4837332.934
183726,4153417,HOMES FIRST SOCIETY,M5T,2017,2021,1885,SOCIAL HOUSING,11,University-Rosedale,87 BELLEVUE AVE,3,28,2021-04-28,71,Evaluation needs to be conducted in 2 years,14,3,3,5,3,3,3,,3,,,3,4,5,4,4,3,,4,,,S1143,43.65618786,-79.40360456,312559.687,4834919.685
183727,4153418,NFPA GROUP,M5T,2018,2021,1988,PRIVATE,11,University-Rosedale,99 BELLEVUE AVE,4,16,2021-04-28,68,Evaluation needs to be conducted in 2 years,16,3,3,4,3,,3,3,3,,,3,4,3,4,4,4,3,4,3,,S1143,43.6567019,-79.40390811,312535.134,4834976.766
183728,4333863,GREENWIN CORP.,M1E,2018,2021,1976,SOCIAL HOUSING,24,Scarborough-Guildwood,2877 A ELLESMERE RD,12,126,2021-04-28,87,Evaluation needs to be conducted in 3 years,18,5,5,5,5,5,5,4,4,,4,3,5,5,4,3,4,,4,3,5,E2428,43.78069214,-79.20319343,328559.122,4848999.52
183729,4153624,,M4M,2019,2021,1995,SOCIAL HOUSING,14,Toronto-Danforth,802 EASTERN AVE,3,16,2021-04-28,59,Evaluation needs to be conducted in 1 year,16,2,3,4,2,,3,,3,3,,2,2,4,3,3,3,3,4,3,,S1441,43.66163795,-79.32986223,318506.508,4835534.706
183730,4153661,DMS PROPERTY MANAGEMENT LTD.,M4J,2017,2021,1985,SOCIAL HOUSING,14,Toronto-Danforth,51 DONLANDS AVE,5,53,2021-04-28,71,Evaluation needs to be conducted in 2 years,18,4,4,5,3,3,4,3,4,4,,3,4,3,3,3,4,3,3,4,,S1427,43.68117754,-79.3372647,317905.252,4837704.244
183731,4154656,AVENUE ROAD INVESTMENT LIMITED,M5M,2017,2021,1951,PRIVATE,8,Eglinton-Lawrence,312 DOUGLAS AVE,3,11,2021-04-28,64,Evaluation needs to be conducted in 1 year,15,2,4,3,3,3,3,,3,,,2,4,5,3,3,4,,3,3,,N0824,43.72386256,-79.41672574,311493.898,4842436.978
183732,4152995,,M6K,2017,2021,1989,TCHC,4,Parkdale-High Park,75 DOWLING AVE,7,138,2021-04-28,68,Evaluation needs to be conducted in 2 years,18,4,4,5,3,4,3,,3,3,3,4,4,3,3,3,3,3,3,3,,S0437,43.63506211,-79.43760141,309819.008,4832571.13
183733,4152997,METCAP LIVING MANAGEMENT INC,M6K,2018,2021,1965,PRIVATE,4,Parkdale-High Park,115 DOWLING AVE,9,70,2021-04-28,82,Evaluation needs to be conducted in 3 years,17,4,4,5,4,4,4,,4,4,,4,4,5,4,4,4,4,4,4,,S0437,43.63635265,-79.43806473,309781.782,4832713.518
183734,4221299,,M6H,2017,2021,1950,PRIVATE,9,Davenport,1094 COLLEGE ST,3,19,2021-04-28,81,Evaluation needs to be conducted in 3 years,15,4,5,5,4,4,4,,3,,,4,4,5,4,3,4,,4,4,,S0934,43.6528825,-79.43212786,310259.331,4834550.221
183735,4154290,,M6M,2017,2021,1992,SOCIAL HOUSING,5,York South-Weston,2214 KEELE ST,7,89,2021-04-28,77,Evaluation needs to be conducted in 2 years,20,3,4,5,3,3,4,3,3,4,3,4,4,5,4,4,4,5,4,4,4,W0529,43.70092092,-79.47692203,306644.572,4839885.152
183736,4154311,SULIN PROPERTY GROUP,M6L,2017,2021,1958,PRIVATE,5,York South-Weston,2595 KEELE ST,3,23,2021-04-28,75,Evaluation needs to be conducted in 2 years,16,4,3,5,4,3,4,,3,,,4,3,5,4,4,4,3,4,3,,W0523,43.71842644,-79.47949393,306436.812,4841829.878
183737,4154611,TCH,M3H,2017,2021,1989,TCHC,6,York Centre,2 FAYWOOD BLVD,3,40,2021-04-28,66,Evaluation needs to be conducted in 2 years,18,3,4,3,3,3,3,3,3,4,,3,4,5,3,3,3,3,3,3,,N0629,43.73531443,-79.44696969,309056.09,4843708.153
183738,4915493,K&G APARTMENT HOLDINGS INC,M4P,2021,2021,2020,PRIVATE,15,Don Valley West,18 ERSKINE AVE,35,315,2021-04-28,100,Evaluation needs to be conducted in 3 years,18,5,5,5,5,,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,N1526,,,312961.435,4841057.89
183739,4154142,,M4J,2017,2021,1945,PRIVATE,14,Toronto-Danforth,9 ELMSDALE RD,4,38,2021-04-28,78,Evaluation needs to be conducted in 2 years,16,4,4,4,4,4,4,,4,,4,3,4,5,3,4,4,,3,4,,S1422,43.6947033,-79.343835,317372.708,4839205.914
183740,4155268,SKYVIEW MANAGEMENT LTD.,M8Y,2017,2021,1957,PRIVATE,3,Etobicoke-Lakeshore,8 HILL HEIGHTS RD,4,27,2021-04-28,78,Evaluation needs to be conducted in 2 years,16,4,4,4,4,4,4,,4,,,3,4,5,4,4,4,3,3,4,,W0327,43.63910021,-79.49275827,305368.622,4833017.033
183741,4153381,,M5E,2017,2021,1983,TCHC,10,Spadina-Fort York,55 THE ESPLANADE,12,166,2021-04-28,78,Evaluation needs to be conducted in 2 years,18,4,4,5,3,4,4,4,4,4,,4,3,5,4,4,4,3,3,4,,S1038,43.64621241,-79.37472761,314890.596,4833814.598
183742,4155640,TCH,M6A,2017,2021,1957,TCHC,8,Eglinton-Lawrence,20 VARNA DR,3,31,2021-04-28,67,Evaluation needs to be conducted in 2 years,15,3,3,5,2,3,3,,4,,,2,3,5,3,3,3,,4,4,,N0823,43.71944196,-79.43997932,309620.709,4841944.21
183743,4152826,,M1G,2017,2021,1970,PRIVATE,24,Scarborough-Guildwood,20 TUXEDO CRT,15,210,2021-04-28,77,Evaluation needs to be conducted in 2 years,18,3,4,4,3,4,4,3,5,4,,3,5,5,3,4,4,3,4,4,,E2422,43.7801851,-79.23018669,326502.803,4848725.927
183744,4154408,,M3M,2017,2021,1996,SOCIAL HOUSING,6,York Centre,1206 WILSON AVE,5,68,2021-04-28,71,Evaluation needs to be conducted in 2 years,18,4,4,4,3,3,3,4,4,3,,3,4,5,3,3,4,,4,3,3,N0627,43.72530874,-79.48942496,305636.238,4842595.268
183745,4155823,TCH,,2017,2021,2009,TCHC,13,Toronto Centre,246 SACKVILLE ST,8,61,2021-04-28,76,Evaluation needs to be conducted in 2 years,18,4,4,4,3,3,3,4,4,4,,3,4,4,4,4,4,,4,4,4,S1330,43.66030863,-79.36336914,315800.712,4835394.596
183746,4153192,,M5R,2018,2021,1963,PRIVATE,11,University-Rosedale,68-72 SPADINA RD,11,157,2021-04-28,76,Evaluation needs to be conducted in 2 years,17,4,4,5,2,3,3,,4,4,3,4,5,5,4,3,3,5,4,,,S1126,43.67043226,-79.4055781,312395.552,4836492.651
183747,4155601,,M5A,2017,2021,1964,TCHC,13,Toronto Centre,275 SHUTER ST,16,299,2021-04-28,61,Evaluation needs to be conducted in 1 year,18,3,3,4,3,3,3,2,3,3,,3,4,3,3,3,3,3,3,,3,S1329,43.65574079,-79.36788599,315440.851,4834874.003
183748,4153559,,M5A,2017,2021,1982,TCHC,10,Spadina-Fort York,15 SCADDING AVE,9,251,2021-04-28,83,Evaluation needs to be conducted in 3 years,18,4,4,5,4,5,3,4,5,5,,4,4,5,4,4,4,4,4,3,,S1039,43.64858969,-79.36678275,315530.851,4834080.659
183749,4153226,APLOMB PROPERTIES INC,M5R,2017,2021,1967,PRIVATE,11,University-Rosedale,191 ST GEORGE ST,10,105,2021-04-28,77,Evaluation needs to be conducted in 2 years,18,4,4,5,5,4,5,4,4,3,,3,3,5,3,4,4,3,3,3,,S1127,43.67156681,-79.40110265,312759.444,4836628.436
183750,4154436,RAFAELLO PLACE,M3M,2017,2021,1970,PRIVATE,6,York Centre,2425 JANE ST,20,154,2021-04-28,67,Evaluation needs to be conducted in 2 years,19,4,4,4,3,3,3,3,3,4,3,3,4,5,3,3,3,3,3,3,,N0627,43.73139171,-79.51031005,303954.001,4843270.091
183751,4155800,TCH,M5A,2017,2021,1993,TCHC,13,Toronto Centre,140 THE ESPLANADE,7,102,2021-04-28,66,Evaluation needs to be conducted in 2 years,17,3,3,3,3,3,3,3,3,3,,3,4,4,4,4,4,,3,3,,S1339,43.64854843,-79.37025343,315250.877,4834075.626
183752,4902355,,M4B,,2021,,PRIVATE,19,Beaches-East York,2902 ST CLAIR AVE E,3,12,2021-04-28,74,Evaluation needs to be conducted in 2 years,14,3,4,4,3,,3,,4,,,3,3,5,5,4,3,,4,4,,S1924,43.70813449,-79.30184331,320754.014,4840705.283
183753,4154175,,M4H,2017,2021,1988,TCHC,15,Don Valley West,12 THORNCLIFFE PARK DR,11,219,2021-04-27,68,Evaluation needs to be conducted in 2 years,18,3,4,5,3,3,4,3,3,2,,3,3,5,3,3,3,3,4,4,,N1533,43.70452931,-79.34826044,317013.706,4840297.828
183754,4155588,,M6K,2017,2021,1974,TCHC,4,Parkdale-High Park,85 SPENCER AVE,7,57,2021-04-27,81,Evaluation needs to be conducted in 3 years,18,4,4,5,3,4,3,,4,5,4,3,4,5,4,4,4,4,5,4,,S0437,43.63733009,-79.43014771,310420.221,4832823.529
183755,4575691,TLR PROPERTY MANAGEMENT LP,,2019,2021,2018,PRIVATE,13,Toronto Centre,25 SELBY ST,51,503,2021-04-27,99,Evaluation needs to be conducted in 3 years,18,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,4,,5,5,5,S1322,,,314705.756,4836585.294
183756,4155858,,M5R,2017,2021,1905,PRIVATE,11,University-Rosedale,41 SPADINA RD,4,24,2021-04-27,66,Evaluation needs to be conducted in 2 years,17,4,4,5,3,3,3,,3,3,3,3,3,5,3,3,3,2,3,,,S1127,43.66884349,-79.40427699,312503.8,4836325.6
183757,4155652,TCH,M6B,2017,2021,1974,TCHC,8,Eglinton-Lawrence,855 ROSELAWN AVE,17,253,2021-04-27,64,Evaluation needs to be conducted in 1 year,18,3,3,5,2,3,3,3,4,3,,3,3,5,3,2,3,4,3,3,,N0831,43.70187944,-79.44147707,309501.122,4839993.968
183758,4153867,,M4N,2017,2021,1990,TCHC,15,Don Valley West,3179 YONGE ST,5,110,2021-04-27,90,Evaluation needs to be conducted in 3 years,18,4,4,5,4,4,5,4,4,5,,3,4,5,5,5,5,5,5,5,,N1525,43.72733677,-79.40205766,312675.228,4842824.244
183759,4154612,,M3H,2017,2021,1965,PRIVATE,6,York Centre,20 WILMINGTON AVE,4,13,2021-04-27,65,Evaluation needs to be conducted in 1 year,17,4,4,3,4,3,3,,3,,3,4,2,5,3,3,3,3,3,2,,N0624,43.75349018,-79.45330722,308544.767,4845726.114
183760,4250622,MANTLER MANAGEMENT LTD.,M6G,2017,2021,1913,PRIVATE,11,University-Rosedale,1 A VERMONT AVE,3,22,2021-04-27,70,Evaluation needs to be conducted in 2 years,16,4,4,5,3,4,3,,4,,3,4,2,4,3,3,3,4,3,,,S1125,43.67190476,-79.41424394,311699.702,4836664.832
183761,4221313,,M5R,2017,2021,1920,PRIVATE,11,University-Rosedale,110 WALMER RD,4,10,2021-04-27,70,Evaluation needs to be conducted in 2 years,16,4,4,3,3,3,3,,5,,,3,3,5,4,3,3,3,3,4,,S1126,43.67149195,-79.4073444,312256.124,4836619.554
183762,4155269,,M8Y,2017,2021,1964,PRIVATE,3,Etobicoke-Lakeshore,6 HILL HEIGHTS RD,4,30,2021-04-27,79,Evaluation needs to be conducted in 2 years,17,4,4,4,4,3,4,,4,,3,4,4,5,4,4,4,4,4,4,,W0327,43.63902311,-79.49314947,305337.056,4833008.466
183763,4154427,LE THAI INVESTMENT INC,M3M,2018,2021,1968,PRIVATE,6,York Centre,2900 KEELE ST,3,12,2021-04-27,55,Evaluation needs to be conducted in 1 year,16,3,3,3,3,2,3,,2,,,3,2,5,2,2,3,2,3,3,,N0627,43.73394485,-79.48414759,306061.54,4843553.804
183764,4888798,,M4B,2021,2021,1958,PRIVATE,19,Beaches-East York,1004 O'CONNOR DR,3,12,2021-04-27,54,Evaluation needs to be conducted in 1 year,14,3,4,2,2,,3,,2,,,3,2,3,3,3,3,,3,2,,S1921,43.70939155,-79.31032697,320069.997,4840843.37
183765,4888799,,M4B,,2021,,PRIVATE,19,Beaches-East York,1008 O'CONNOR DR,3,12,2021-04-27,56,Evaluation needs to be conducted in 1 year,14,2,3,3,2,,3,,3,,,2,3,4,3,2,2,,4,3,,S1921,43.7095272,-79.31021781,320078.759,4840858.46
183766,4888801,STONEGATE PROPERTY MANAGEMENT,M4B,2021,2021,1954,PRIVATE,19,Beaches-East York,1012 O'CONNOR DR,3,12,2021-04-27,51,Evaluation needs to be conducted in 1 year,14,2,4,3,2,,3,,2,,,2,3,3,3,2,2,,3,2,,S1921,43.70965181,-79.31011714,320086.84,4840872.322
183767,4888802,,M4B,,2021,,PRIVATE,19,Beaches-East York,1016 O'CONNOR DR,3,12,2021-04-27,65,Evaluation needs to be conducted in 1 year,15,3,4,3,3,4,3,,4,,,4,3,4,3,3,3,,3,2,,S1921,43.70978246,-79.31001934,320094.688,4840886.855
183768,4888803,,M4B,,2021,,PRIVATE,19,Beaches-East York,1020 O'CONNOR DR,3,12,2021-04-27,71,Evaluation needs to be conducted in 2 years,14,4,4,4,4,,4,,3,,,4,4,5,3,3,3,,3,2,,S1921,43.70991711,-79.30991582,320102.996,4840901.833
183769,4888804,,M4B,,2021,,PRIVATE,19,Beaches-East York,1024 O'CONNOR DR,3,12,2021-04-27,70,Evaluation needs to be conducted in 2 years,14,4,4,3,4,,3,,2,,,4,4,5,3,4,3,,4,2,,S1921,43.71001882,-79.30983851,320109.201,4840913.146
183770,4153628,YWCA,M4M,2017,2021,1988,SOCIAL HOUSING,14,Toronto-Danforth,15 PAPE AVE,5,77,2021-04-27,78,Evaluation needs to be conducted in 2 years,17,4,4,5,3,3,3,4,4,3,,3,4,5,4,4,4,,4,5,,S1441,43.65942979,-79.33614624,318000.182,4835288.371
183771,4156586,,M4G,2017,2021,1960,PRIVATE,15,Don Valley West,855 MILLWOOD RD,3,22,2021-04-27,60,Evaluation needs to be conducted in 1 year,15,2,3,4,3,,3,,3,,3,2,2,5,3,3,3,2,4,,,N1535,43.70415083,-79.36627859,315561.894,4840252.385
183772,4152835,MORNELLE COURT APARTMENTS,M1E,2017,2021,1976,PRIVATE,24,Scarborough-Guildwood,70 MORNELLE CRT,16,264,2021-04-27,78,Evaluation needs to be conducted in 2 years,18,4,4,5,4,3,4,3,4,4,,3,3,5,4,4,4,4,4,4,,E2423,43.78685384,-79.19780514,329106.341,4849476.751
183773,4154723,,M2R,2017,2021,1972,TCHC,6,York Centre,6250 BATHURST ST,14,389,2021-04-27,64,Evaluation needs to be conducted in 1 year,19,4,3,3,3,3,3,3,3,3,3,3,4,5,3,3,3,3,3,3,,N0622,43.79163957,-79.44619559,309114.424,4849965.666
183774,4227299,1013434 ONTARIO LIMITED,M3H,2017,2021,1962,PRIVATE,6,York Centre,4100 BATHURST ST,5,37,2021-04-27,71,Evaluation needs to be conducted in 2 years,18,4,4,4,4,3,4,,3,3,3,3,4,5,4,3,4,3,3,3,,N0629,43.74549277,-79.43642455,309904.96,4844838.53
183775,4154603,CALETA CAPITAL,M3H,2017,2021,1964,PRIVATE,6,York Centre,4160 BATHURST ST,7,67,2021-04-27,66,Evaluation needs to be conducted in 2 years,19,4,3,3,4,3,4,4,3,3,2,3,4,5,3,3,3,3,3,3,,N0629,43.74785595,-79.43705737,309853.799,4845101.032
183776,4154700,,M3H,2017,2021,1980,TCHC,6,York Centre,4455 BATHURST ST,14,301,2021-04-27,74,Evaluation needs to be conducted in 2 years,19,4,4,3,4,4,4,3,3,4,,4,4,5,3,4,4,3,3,3,4,N0624,43.75834746,-79.43864122,309743.646,4846266.068
183777,4155114,,M6M,2017,2021,1950,PRIVATE,5,York South-Weston,79 CLEARVIEW HTS,4,54,2021-04-27,69,Evaluation needs to be conducted in 2 years,16,3,4,5,3,3,4,,3,,3,3,3,4,3,3,4,,4,3,,W0532,43.69229479,-79.48244037,306199.702,4838927.692
183778,4155113,,M6M,2017,2021,1950,PRIVATE,5,York South-Weston,81 CLEARVIEW HTS,3,40,2021-04-27,74,Evaluation needs to be conducted in 2 years,16,4,4,5,4,3,4,,4,,3,4,3,4,3,3,4,,4,3,,W0532,43.69244722,-79.48271118,306177.868,4838944.622
183779,4155728,,M6G,2018,2021,1970,PRIVATE,11,University-Rosedale,318 CLINTON ST,3,12,2021-04-27,69,Evaluation needs to be conducted in 2 years,16,3,3,5,3,3,3,,3,,,3,4,5,4,3,4,3,3,3,,S1133,43.66251981,-79.417006,311478.057,4835622.035
183780,4156401,MODEL BUILDING MAINTENANCE INC,M8Y,2017,2021,1953,PRIVATE,3,Etobicoke-Lakeshore,10 CROWN HILL PL,5,26,2021-04-27,75,Evaluation needs to be conducted in 2 years,17,4,4,4,4,4,4,,4,,4,3,3,4,4,4,3,4,3,4,,W0327,43.63947627,-79.49164782,305457.959,4833059.771
183781,4156115,MODEL BUILDING MAINTENANCE INC,M8Y,2017,2021,1953,PRIVATE,3,Etobicoke-Lakeshore,11 CROWN HILL PL,5,26,2021-04-27,75,Evaluation needs to be conducted in 2 years,17,4,4,4,4,4,4,,4,,4,3,3,4,4,4,3,4,3,4,,W0327,43.63963643,-79.49173829,305450.658,4833077.563
183782,4250554,IMPRESSIONS GROUP,M5S,2018,2021,1898,PRIVATE,11,University-Rosedale,409 HURON ST,4,42,2021-04-27,65,Evaluation needs to be conducted in 1 year,16,3,4,4,3,3,3,,2,,4,3,4,4,3,3,3,,3,3,,S1135,43.6666105,-79.40082431,312782.257,4836078.804
183783,4152695,GREENWIN CORP.,M1K,2017,2021,1971,PRIVATE,21,Scarborough Centre,10 IONVIEW RD,6,62,2021-04-27,83,Evaluation needs to be conducted in 3 years,18,5,5,4,5,4,5,5,5,5,,3,4,5,3,4,3,5,3,2,,E2133,43.73203281,-79.27180037,323167.844,4843366.427
183784,4152993,METCAP LIVING MANAGEMENT INC,M6K,2017,2021,1977,PRIVATE,4,Parkdale-High Park,96 JAMESON AVE,6,72,2021-04-27,68,Evaluation needs to be conducted in 2 years,18,3,4,5,3,3,3,3,4,3,,4,4,4,3,3,3,3,3,3,,S0437,43.63476362,-79.43543871,309993.796,4832537.146
183785,4152992,OZ PROPERTY MANAGEMENT LTD,M6K,2018,2021,1960,PRIVATE,4,Parkdale-High Park,100 JAMESON AVE,10,80,2021-04-27,60,Evaluation needs to be conducted in 1 year,17,3,3,4,3,3,3,,2,2,,3,3,5,3,3,3,3,3,2,,S0437,43.63511919,-79.43565646,309976.196,4832576.633
183786,4152983,JAMESON AVE RENTAL INC,M6K,2017,2021,1968,PRIVATE,4,Parkdale-High Park,109 JAMESON AVE,7,118,2021-04-27,62,Evaluation needs to be conducted in 1 year,17,3,4,5,2,3,3,,3,3,,2,3,5,3,3,3,3,3,2,,S0437,43.63577526,-79.43514415,310017.478,4832649.546
183787,4152760,FIRM CAPITAL PROPERTIES INC,M1P,2017,2021,1950,PRIVATE,21,Scarborough Centre,1385 MIDLAND AVE,13,144,2021-04-26,79,Evaluation needs to be conducted in 2 years,18,5,3,5,3,4,5,4,5,4,,3,4,5,3,4,4,4,3,3,,E2134,43.75063633,-79.26384288,323803.012,4845434.954
183788,4288472,WIGWAMEN INCORPORATED,,2018,2021,2016,SOCIAL HOUSING,13,Toronto Centre,75 COOPERAGE ST,12,145,2021-04-26,94,Evaluation needs to be conducted in 3 years,18,5,4,5,5,5,5,4,4,5,,4,5,5,5,4,5,,5,5,5,S1336,,,316341.205,4834605.327
183789,4152750,CANDO APARTMENTS LTD.,M1K,2017,2021,1954,PRIVATE,21,Scarborough Centre,30 GILDER DR,14,192,2021-04-26,86,Evaluation needs to be conducted in 3 years,19,5,3,5,5,4,5,5,5,5,5,4,3,5,3,5,4,3,4,4,,E2134,43.73714583,-79.25653121,324396.207,4843937.937
183790,4154887,LINWOOD MANAGEMENT CORPORATION,M4A,2017,2021,1960,PRIVATE,16,Don Valley East,48 ECCLESTON DR,4,69,2021-04-25,76,Evaluation needs to be conducted in 2 years,18,4,4,4,4,3,4,,4,4,4,3,3,4,4,4,3,4,4,4,,N1628,43.72796581,-79.31798873,319448.016,4842905.497
183791,4154823,COMPTEN MANAGEMENT INC.,M2J,2017,2021,1971,PRIVATE,17,Don Valley North,2600 DON MILLS RD,19,226,2021-04-25,68,Evaluation needs to be conducted in 2 years,18,4,4,4,3,3,3,2,4,4,,3,2,5,3,4,3,3,4,3,,N1727,43.77625096,-79.34860618,316971.632,4848264.765
183792,4154822,NUSPOR INVESTMENTS,M2J,2017,2021,1969,PRIVATE,17,Don Valley North,25 LEITH HILL RD,15,147,2021-04-25,73,Evaluation needs to be conducted in 2 years,19,4,3,4,2,4,4,3,4,4,4,3,3,5,3,4,4,4,4,3,,N1727,43.77639205,-79.3495861,316892.719,4848280.297
183793,4154848,,M2H,2017,2021,1980,TCHC,17,Don Valley North,4000 DON MILLS RD,6,397,2021-04-24,76,Evaluation needs to be conducted in 2 years,18,3,4,3,4,4,4,4,3,4,,3,3,5,4,4,4,4,4,4,,N1722,43.81037796,-79.36147583,315929.111,4852055.344
183794,4155651,TCH,M3A,2017,2021,1962,TCHC,16,Don Valley East,14 RAYOAK DR,8,63,2021-04-24,67,Evaluation needs to be conducted in 2 years,17,4,3,3,2,3,4,3,3,3,,3,4,4,3,3,4,,4,4,,N1625,43.75984788,-79.3194128,319325.589,4846447.109
183795,4156469,PRECISION PROPERTY MANAGEMENT,M1H,2018,2021,1992,SOCIAL HOUSING,24,Scarborough-Guildwood,3379 LAWRENCE AVE E,6,48,2021-04-23,78,Evaluation needs to be conducted in 2 years,19,4,4,4,3,3,5,4,3,4,,2,4,5,5,4,3,5,4,4,4,E2429,43.75782219,-79.2338166,326218.534,4846240.572
