_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
183695,4288772,2017.0,2021,1996.0,SOCIAL HOUSING,14,Toronto-Danforth,55 PAPE AVE,5,60,2021-04-29,64,Evaluation needs to be conducted in 1 year,18,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,3.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,,S1441,43.660465246,-79.33700731399999,317932.285,4835415.853999999
183696,4155900,2017.0,2021,1895.0,PRIVATE,11,University-Rosedale,88 OXFORD ST,4,11,2021-04-29,67,Evaluation needs to be conducted in 2 years,14,3.0,3.0,4.0,3.0,4.0,2.0,,4.0,,,4.0,3.0,5.0,4.0,3.0,3.0,,2.0,,,S1143,43.6558571434,-79.404684729,312472.609,4834882.84
183697,4604174,,2021,,PRIVATE,14,Toronto-Danforth,160 FLOYD AVE,3,12,2021-04-29,60,Evaluation needs to be conducted in 1 year,14,3.0,3.0,2.0,3.0,,3.0,,3.0,,,3.0,2.0,5.0,3.0,3.0,3.0,,3.0,3.0,,S1421,43.687577379,-79.34848109100001,316999.391,4838414.515
183698,4154602,2017.0,2021,1950.0,PRIVATE,6,York Centre,4110 BATHURST ST,3,16,2021-04-29,62,Evaluation needs to be conducted in 1 year,18,3.0,3.0,3.0,3.0,3.0,3.0,,4.0,1.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,,N0629,43.74586214,-79.4365128127,309897.822,4844879.562
183699,4890985,2021.0,2021,2019.0,PRIVATE,10,Spadina-Fort York,1100 KING ST W,35,506,2021-04-29,99,Evaluation needs to be conducted in 3 years,20,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,S1026,,,310980.728,4833129.695
183700,4156726,2017.0,2021,2012.0,SOCIAL HOUSING,13,Toronto Centre,40 OAK ST,4,87,2021-04-29,65,Evaluation needs to be conducted in 1 year,17,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,,3.0,4.0,2.0,4.0,3.0,3.0,,3.0,,3.0,S1330,,,315649.499,4835505.392
183701,4153049,2017.0,2021,1969.0,PRIVATE,4,Parkdale-High Park,246 RONCESVALLES AVE,3,22,2021-04-29,76,Evaluation needs to be conducted in 2 years,15,3.0,4.0,4.0,3.0,3.0,4.0,,3.0,,4.0,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,,,S0432,43.64608157479999,-79.4494284901,308864.225,4833793.7530000005
183702,4152915,2017.0,2021,1923.0,PRIVATE,4,Parkdale-High Park,2520 BLOOR ST W,4,22,2021-04-29,63,Evaluation needs to be conducted in 1 year,16,2.0,3.0,4.0,3.0,2.0,3.0,,3.0,,,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,,S0430,43.6480530938,-79.4893694695,305641.932,4834011.683
183703,4152998,2017.0,2021,1992.0,TCHC,4,Parkdale-High Park,1447 KING ST W,6,59,2021-04-29,78,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,3.0,4.0,3.0,3.0,4.0,,S0437,43.6366736608,-79.4376587469,309814.512,4832749.203
183704,4154639,2017.0,2021,1969.0,PRIVATE,6,York Centre,601 FINCH AVE W,14,170,2021-04-28,64,Evaluation needs to be conducted in 1 year,19,3.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,,N0624,43.770708386,-79.45171713,308671.446,4847640.0139999995
183705,4255529,2017.0,2021,1910.0,PRIVATE,9,Davenport,97 NORTHCLIFFE BLVD,3,10,2021-04-28,66,Evaluation needs to be conducted in 2 years,13,3.0,4.0,5.0,3.0,,3.0,,3.0,,,3.0,3.0,3.0,3.0,3.0,4.0,,3.0,,,S0928,43.6782401171,-79.4406119217,309572.876,4837366.827
183706,4888759,,2021,,PRIVATE,19,Beaches-East York,990 O'CONNOR DR,3,18,2021-04-28,57,Evaluation needs to be conducted in 1 year,14,2.0,3.0,4.0,2.0,,3.0,,3.0,,,2.0,3.0,4.0,3.0,3.0,2.0,,3.0,3.0,,S1921,43.7089282139,-79.3107669279,320034.661,4840791.817
183707,4153710,2017.0,2021,1910.0,PRIVATE,19,Beaches-East York,2 MAIN ST,3,11,2021-04-28,20,Building Audit,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,S1935,43.679046918699996,-79.2983798459,321040.936,4837474.429
183708,4332678,,2021,1920.0,PRIVATE,13,Toronto Centre,36 MAITLAND ST,4,27,2021-04-28,76,Evaluation needs to be conducted in 2 years,16,4.0,4.0,3.0,4.0,3.0,4.0,,4.0,,4.0,4.0,3.0,5.0,4.0,4.0,4.0,,4.0,3.0,,S1326,43.664549218699996,-79.3823243085,314274.864,4835850.85
183709,4153384,,2021,1997.0,SOCIAL HOUSING,10,Spadina-Fort York,2 MARKET ST,10,141,2021-04-28,81,Evaluation needs to be conducted in 3 years,19,4.0,4.0,5.0,3.0,5.0,4.0,3.0,5.0,3.0,,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,S1038,43.6472235438,-79.3715162499,315149.49100000004,4833927.328
183710,4250261,2017.0,2021,1987.0,SOCIAL HOUSING,4,Parkdale-High Park,1245 KING ST W,3,39,2021-04-28,66,Evaluation needs to be conducted in 2 years,17,3.0,3.0,4.0,3.0,4.0,3.0,,3.0,,4.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,,S0437,43.638488442299995,-79.4287782888,310530.87,4832951.348
183711,4288126,2017.0,2021,1920.0,SOCIAL HOUSING,4,Parkdale-High Park,1339 KING ST W,3,10,2021-04-28,84,Evaluation needs to be conducted in 3 years,14,4.0,4.0,5.0,4.0,,4.0,,4.0,,,5.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,,S0437,43.6377164768,-79.43262819649999,310220.312,4832865.346
183712,4153396,2017.0,2021,1990.0,TCHC,13,Toronto Centre,60 RICHMOND ST E,8,50,2021-04-28,83,Evaluation needs to be conducted in 3 years,18,4.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,5.0,,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,,4.0,S1334,43.6525396289,-79.3761942758,314771.228,4834517.345
183713,4153601,2017.0,2021,1969.0,PRIVATE,13,Toronto Centre,650 PARLIAMENT ST,22,568,2021-04-28,61,Evaluation needs to be conducted in 1 year,18,4.0,4.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,,S1323,43.6696118145,-79.3706631071,315214.451,4836414.664
183714,4153231,2017.0,2021,1972.0,SOCIAL HOUSING,11,University-Rosedale,138 PEARS AVE,7,96,2021-04-28,70,Evaluation needs to be conducted in 2 years,14,3.0,3.0,3.0,3.0,3.0,3.0,,4.0,,,3.0,3.0,5.0,4.0,4.0,4.0,,4.0,,,S1127,43.6755554537,-79.3981323279,313033.034,4837080.904
183715,4153395,2017.0,2021,1900.0,SOCIAL HOUSING,13,Toronto Centre,147 QUEEN ST E,7,76,2021-04-28,76,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,3.0,4.0,3.0,,4.0,3.0,,3.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,S1334,43.6535746622,-79.3726782657,315054.67,4834632.752
183716,4888762,,2021,1965.0,PRIVATE,19,Beaches-East York,994 O'CONNOR DR,3,18,2021-04-28,59,Evaluation needs to be conducted in 1 year,14,2.0,3.0,4.0,3.0,,3.0,,2.0,,,2.0,4.0,4.0,3.0,3.0,2.0,,3.0,3.0,,S1921,43.709051350799996,-79.3106659007,320042.771,4840805.515
183717,4888795,2021.0,2021,1951.0,PRIVATE,19,Beaches-East York,1000 O'CONNOR DR,3,12,2021-04-28,64,Evaluation needs to be conducted in 1 year,14,3.0,4.0,4.0,3.0,,4.0,,2.0,,,3.0,4.0,4.0,3.0,3.0,3.0,,3.0,2.0,,S1921,43.7092735859,-79.3104170385,320062.769,4840830.249
183718,4156601,2017.0,2021,2010.0,TCHC,13,Toronto Centre,1 OAK ST,10,84,2021-04-28,71,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,4.0,4.0,4.0,4.0,4.0,,4.0,3.0,,S1330,43.660640531000006,-79.366069469,315613.334,4835427.868
183719,4153571,2018.0,2021,1969.0,PRIVATE,13,Toronto Centre,210 OAK ST,17,260,2021-04-28,57,Evaluation needs to be conducted in 1 year,18,3.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,2.0,,2.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,,S1330,43.663368073,-79.358462264,316209.596,4835679.79
183720,4153419,2017.0,2021,1979.0,TCHC,11,University-Rosedale,34 OXFORD ST,5,189,2021-04-28,70,Evaluation needs to be conducted in 2 years,18,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,,S1143,43.656896921000005,-79.40179055,312705.645,4834999.574
183721,4153414,2018.0,2021,1961.0,TCHC,11,University-Rosedale,2 MURRAY ST,6,86,2021-04-28,74,Evaluation needs to be conducted in 2 years,16,3.0,3.0,5.0,3.0,4.0,3.0,,4.0,4.0,,3.0,4.0,5.0,3.0,4.0,4.0,,3.0,4.0,,S1144,43.6562993679,-79.3909386716,313581.33,4834933.3780000005
183722,4156547,2017.0,2021,2010.0,TCHC,13,Toronto Centre,92 CARLTON ST,12,110,2021-04-28,67,Evaluation needs to be conducted in 2 years,18,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,,3.0,3.0,,S1326,43.662294376400006,-79.3782139337,314606.727,4835600.825
183723,4152719,2017.0,2021,1960.0,PRIVATE,21,Scarborough Centre,1477 BIRCHMOUNT RD,3,21,2021-04-28,79,Evaluation needs to be conducted in 2 years,15,4.0,4.0,4.0,4.0,,4.0,,3.0,,,5.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0,2.0,,E2128,43.7569401059,-79.2882167684,321838.336,4846130.018999999
183724,4153178,2017.0,2021,1919.0,PRIVATE,11,University-Rosedale,334 BLOOR ST W,3,24,2021-04-28,71,Evaluation needs to be conducted in 2 years,14,3.0,3.0,5.0,3.0,3.0,3.0,,4.0,,,3.0,4.0,5.0,3.0,4.0,4.0,,3.0,,,S1126,43.666839079700004,-79.404253282,312505.959,4836102.924
183725,4153613,2017.0,2021,1950.0,PRIVATE,14,Toronto-Danforth,812 BROADVIEW AVE,3,24,2021-04-28,60,Evaluation needs to be conducted in 1 year,15,3.0,3.0,1.0,3.0,3.0,3.0,,3.0,,,3.0,3.0,4.0,3.0,3.0,3.0,,4.0,,3.0,S1424,43.677863449499995,-79.3588173792,316168.205,4837332.933999999
183726,4153417,2017.0,2021,1885.0,SOCIAL HOUSING,11,University-Rosedale,87 BELLEVUE AVE,3,28,2021-04-28,71,Evaluation needs to be conducted in 2 years,14,3.0,3.0,5.0,3.0,3.0,3.0,,3.0,,,3.0,4.0,5.0,4.0,4.0,3.0,,4.0,,,S1143,43.6561878565,-79.4036045605,312559.687,4834919.685
183727,4153418,2018.0,2021,1988.0,PRIVATE,11,University-Rosedale,99 BELLEVUE AVE,4,16,2021-04-28,68,Evaluation needs to be conducted in 2 years,16,3.0,3.0,4.0,3.0,,3.0,3.0,3.0,,,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,,S1143,43.6567018955,-79.4039081051,312535.13399999996,4834976.766
183728,4333863,2018.0,2021,1976.0,SOCIAL HOUSING,24,Scarborough-Guildwood,2877 A ELLESMERE RD,12,126,2021-04-28,87,Evaluation needs to be conducted in 3 years,18,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,,4.0,3.0,5.0,5.0,4.0,3.0,4.0,,4.0,3.0,5.0,E2428,43.780692143,-79.203193428,328559.122,4848999.52
183729,4153624,2019.0,2021,1995.0,SOCIAL HOUSING,14,Toronto-Danforth,802 EASTERN AVE,3,16,2021-04-28,59,Evaluation needs to be conducted in 1 year,16,2.0,3.0,4.0,2.0,,3.0,,3.0,3.0,,2.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,,S1441,43.661637945900004,-79.3298622257,318506.50800000003,4835534.706
183730,4153661,2017.0,2021,1985.0,SOCIAL HOUSING,14,Toronto-Danforth,51 DONLANDS AVE,5,53,2021-04-28,71,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,3.0,3.0,4.0,3.0,4.0,4.0,,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,,S1427,43.6811775403,-79.3372646974,317905.252,4837704.244
183731,4154656,2017.0,2021,1951.0,PRIVATE,8,Eglinton-Lawrence,312 DOUGLAS AVE,3,11,2021-04-28,64,Evaluation needs to be conducted in 1 year,15,2.0,4.0,3.0,3.0,3.0,3.0,,3.0,,,2.0,4.0,5.0,3.0,3.0,4.0,,3.0,3.0,,N0824,43.7238625563,-79.4167257384,311493.898,4842436.978
183732,4152995,2017.0,2021,1989.0,TCHC,4,Parkdale-High Park,75 DOWLING AVE,7,138,2021-04-28,68,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,3.0,4.0,3.0,,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,S0437,43.635062111,-79.437601411,309819.00800000003,4832571.13
183733,4152997,2018.0,2021,1965.0,PRIVATE,4,Parkdale-High Park,115 DOWLING AVE,9,70,2021-04-28,82,Evaluation needs to be conducted in 3 years,17,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,S0437,43.636352645100004,-79.4380647269,309781.782,4832713.518
183734,4221299,2017.0,2021,1950.0,PRIVATE,9,Davenport,1094 COLLEGE ST,3,19,2021-04-28,81,Evaluation needs to be conducted in 3 years,15,4.0,5.0,5.0,4.0,4.0,4.0,,3.0,,,4.0,4.0,5.0,4.0,3.0,4.0,,4.0,4.0,,S0934,43.6528825044,-79.4321278569,310259.331,4834550.221
183735,4154290,2017.0,2021,1992.0,SOCIAL HOUSING,5,York South-Weston,2214 KEELE ST,7,89,2021-04-28,77,Evaluation needs to be conducted in 2 years,20,3.0,4.0,5.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,W0529,43.7009209193,-79.476922025,306644.572,4839885.152
183736,4154311,2017.0,2021,1958.0,PRIVATE,5,York South-Weston,2595 KEELE ST,3,23,2021-04-28,75,Evaluation needs to be conducted in 2 years,16,4.0,3.0,5.0,4.0,3.0,4.0,,3.0,,,4.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,,W0523,43.71842644229999,-79.4794939296,306436.812,4841829.8780000005
183737,4154611,2017.0,2021,1989.0,TCHC,6,York Centre,2 FAYWOOD BLVD,3,40,2021-04-28,66,Evaluation needs to be conducted in 2 years,18,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,3.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,,N0629,43.735314433,-79.446969691,309056.09,4843708.153
183738,4915493,2021.0,2021,2020.0,PRIVATE,15,Don Valley West,18 ERSKINE AVE,35,315,2021-04-28,100,Evaluation needs to be conducted in 3 years,18,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,N1526,,,312961.435,4841057.89
183739,4154142,2017.0,2021,1945.0,PRIVATE,14,Toronto-Danforth,9 ELMSDALE RD,4,38,2021-04-28,78,Evaluation needs to be conducted in 2 years,16,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,,4.0,3.0,4.0,5.0,3.0,4.0,4.0,,3.0,4.0,,S1422,43.6947032989,-79.3438349968,317372.708,4839205.914
183740,4155268,2017.0,2021,1957.0,PRIVATE,3,Etobicoke-Lakeshore,8 HILL HEIGHTS RD,4,27,2021-04-28,78,Evaluation needs to be conducted in 2 years,16,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,,,3.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,,W0327,43.6391002088,-79.4927582679,305368.622,4833017.033
183741,4153381,2017.0,2021,1983.0,TCHC,10,Spadina-Fort York,55 THE ESPLANADE,12,166,2021-04-28,78,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,,4.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,,S1038,43.6462124055,-79.37472760840001,314890.596,4833814.598
183742,4155640,2017.0,2021,1957.0,TCHC,8,Eglinton-Lawrence,20 VARNA DR,3,31,2021-04-28,67,Evaluation needs to be conducted in 2 years,15,3.0,3.0,5.0,2.0,3.0,3.0,,4.0,,,2.0,3.0,5.0,3.0,3.0,3.0,,4.0,4.0,,N0823,43.7194419613,-79.4399793206,309620.709,4841944.21
183743,4152826,2017.0,2021,1970.0,PRIVATE,24,Scarborough-Guildwood,20 TUXEDO CRT,15,210,2021-04-28,77,Evaluation needs to be conducted in 2 years,18,3.0,4.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0,,3.0,5.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,,E2422,43.7801851032,-79.2301866878,326502.803,4848725.927
183744,4154408,2017.0,2021,1996.0,SOCIAL HOUSING,6,York Centre,1206 WILSON AVE,5,68,2021-04-28,71,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,,3.0,4.0,5.0,3.0,3.0,4.0,,4.0,3.0,3.0,N0627,43.725308739,-79.48942495600001,305636.238,4842595.268
183745,4155823,2017.0,2021,2009.0,TCHC,13,Toronto Centre,246 SACKVILLE ST,8,61,2021-04-28,76,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,,3.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,S1330,43.660308626,-79.36336913699999,315800.712,4835394.596
183746,4153192,2018.0,2021,1963.0,PRIVATE,11,University-Rosedale,68-72 SPADINA RD,11,157,2021-04-28,76,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,2.0,3.0,3.0,,4.0,4.0,3.0,4.0,5.0,5.0,4.0,3.0,3.0,5.0,4.0,,,S1126,43.670432258000005,-79.4055781,312395.55199999997,4836492.651000001
183747,4155601,2017.0,2021,1964.0,TCHC,13,Toronto Centre,275 SHUTER ST,16,299,2021-04-28,61,Evaluation needs to be conducted in 1 year,18,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,S1329,43.6557407864,-79.36788598529999,315440.851,4834874.0030000005
183748,4153559,2017.0,2021,1982.0,TCHC,10,Spadina-Fort York,15 SCADDING AVE,9,251,2021-04-28,83,Evaluation needs to be conducted in 3 years,18,4.0,4.0,5.0,4.0,5.0,3.0,4.0,5.0,5.0,,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,,S1039,43.648589687,-79.366782746,315530.851,4834080.659
183749,4153226,2017.0,2021,1967.0,PRIVATE,11,University-Rosedale,191 ST GEORGE ST,10,105,2021-04-28,77,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,,3.0,3.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,,S1127,43.6715668112,-79.4011026484,312759.44399999996,4836628.436000001
183750,4154436,2017.0,2021,1970.0,PRIVATE,6,York Centre,2425 JANE ST,20,154,2021-04-28,67,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,,N0627,43.7313917066,-79.5103100485,303954.001,4843270.091
183751,4155800,2017.0,2021,1993.0,TCHC,13,Toronto Centre,140 THE ESPLANADE,7,102,2021-04-28,66,Evaluation needs to be conducted in 2 years,17,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,4.0,4.0,4.0,4.0,4.0,,3.0,3.0,,S1339,43.648548433,-79.37025343100001,315250.877,4834075.626
183752,4902355,,2021,,PRIVATE,19,Beaches-East York,2902 ST CLAIR AVE E,3,12,2021-04-28,74,Evaluation needs to be conducted in 2 years,14,3.0,4.0,4.0,3.0,,3.0,,4.0,,,3.0,3.0,5.0,5.0,4.0,3.0,,4.0,4.0,,S1924,43.708134486599995,-79.3018433113,320754.01399999997,4840705.283
183753,4154175,2017.0,2021,1988.0,TCHC,15,Don Valley West,12 THORNCLIFFE PARK DR,11,219,2021-04-27,68,Evaluation needs to be conducted in 2 years,18,3.0,4.0,5.0,3.0,3.0,4.0,3.0,3.0,2.0,,3.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,,N1533,43.704529308999994,-79.348260442,317013.706,4840297.828
183754,4155588,2017.0,2021,1974.0,TCHC,4,Parkdale-High Park,85 SPENCER AVE,7,57,2021-04-27,81,Evaluation needs to be conducted in 3 years,18,4.0,4.0,5.0,3.0,4.0,3.0,,4.0,5.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,,S0437,43.637330091,-79.430147711,310420.221,4832823.529
183755,4575691,2019.0,2021,2018.0,PRIVATE,13,Toronto Centre,25 SELBY ST,51,503,2021-04-27,99,Evaluation needs to be conducted in 3 years,18,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,5.0,5.0,5.0,S1322,,,314705.756,4836585.294
183756,4155858,2017.0,2021,1905.0,PRIVATE,11,University-Rosedale,41 SPADINA RD,4,24,2021-04-27,66,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,2.0,3.0,,,S1127,43.6688434904,-79.4042769908,312503.8,4836325.6
183757,4155652,2017.0,2021,1974.0,TCHC,8,Eglinton-Lawrence,855 ROSELAWN AVE,17,253,2021-04-27,64,Evaluation needs to be conducted in 1 year,18,3.0,3.0,5.0,2.0,3.0,3.0,3.0,4.0,3.0,,3.0,3.0,5.0,3.0,2.0,3.0,4.0,3.0,3.0,,N0831,43.701879441,-79.44147707399999,309501.122,4839993.968
183758,4153867,2017.0,2021,1990.0,TCHC,15,Don Valley West,3179 YONGE ST,5,110,2021-04-27,90,Evaluation needs to be conducted in 3 years,18,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,N1525,43.727336774099996,-79.40205766359999,312675.228,4842824.244
183759,4154612,2017.0,2021,1965.0,PRIVATE,6,York Centre,20 WILMINGTON AVE,4,13,2021-04-27,65,Evaluation needs to be conducted in 1 year,17,4.0,4.0,3.0,4.0,3.0,3.0,,3.0,,3.0,4.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,,N0624,43.75349017520001,-79.4533072194,308544.767,4845726.114
183760,4250622,2017.0,2021,1913.0,PRIVATE,11,University-Rosedale,1 A VERMONT AVE,3,22,2021-04-27,70,Evaluation needs to be conducted in 2 years,16,4.0,4.0,5.0,3.0,4.0,3.0,,4.0,,3.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,,,S1125,43.671904761099995,-79.414243936,311699.702,4836664.8319999995
183761,4221313,2017.0,2021,1920.0,PRIVATE,11,University-Rosedale,110 WALMER RD,4,10,2021-04-27,70,Evaluation needs to be conducted in 2 years,16,4.0,4.0,3.0,3.0,3.0,3.0,,5.0,,,3.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,,S1126,43.6714919471,-79.4073443984,312256.124,4836619.554
183762,4155269,2017.0,2021,1964.0,PRIVATE,3,Etobicoke-Lakeshore,6 HILL HEIGHTS RD,4,30,2021-04-27,79,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,4.0,3.0,4.0,,4.0,,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,W0327,43.6390231144,-79.4931494721,305337.05600000004,4833008.466
183763,4154427,2018.0,2021,1968.0,PRIVATE,6,York Centre,2900 KEELE ST,3,12,2021-04-27,55,Evaluation needs to be conducted in 1 year,16,3.0,3.0,3.0,3.0,2.0,3.0,,2.0,,,3.0,2.0,5.0,2.0,2.0,3.0,2.0,3.0,3.0,,N0627,43.7339448513,-79.4841475929,306061.54,4843553.804
183764,4888798,2021.0,2021,1958.0,PRIVATE,19,Beaches-East York,1004 O'CONNOR DR,3,12,2021-04-27,54,Evaluation needs to be conducted in 1 year,14,3.0,4.0,2.0,2.0,,3.0,,2.0,,,3.0,2.0,3.0,3.0,3.0,3.0,,3.0,2.0,,S1921,43.709391545500004,-79.31032697229999,320069.997,4840843.37
183765,4888799,,2021,,PRIVATE,19,Beaches-East York,1008 O'CONNOR DR,3,12,2021-04-27,56,Evaluation needs to be conducted in 1 year,14,2.0,3.0,3.0,2.0,,3.0,,3.0,,,2.0,3.0,4.0,3.0,2.0,2.0,,4.0,3.0,,S1921,43.7095271974,-79.3102178135,320078.75899999996,4840858.46
183766,4888801,2021.0,2021,1954.0,PRIVATE,19,Beaches-East York,1012 O'CONNOR DR,3,12,2021-04-27,51,Evaluation needs to be conducted in 1 year,14,2.0,4.0,3.0,2.0,,3.0,,2.0,,,2.0,3.0,3.0,3.0,2.0,2.0,,3.0,2.0,,S1921,43.709651808400004,-79.3101171407,320086.84,4840872.322
183767,4888802,,2021,,PRIVATE,19,Beaches-East York,1016 O'CONNOR DR,3,12,2021-04-27,65,Evaluation needs to be conducted in 1 year,15,3.0,4.0,3.0,3.0,4.0,3.0,,4.0,,,4.0,3.0,4.0,3.0,3.0,3.0,,3.0,2.0,,S1921,43.7097824646,-79.3100193403,320094.688,4840886.855
183768,4888803,,2021,,PRIVATE,19,Beaches-East York,1020 O'CONNOR DR,3,12,2021-04-27,71,Evaluation needs to be conducted in 2 years,14,4.0,4.0,4.0,4.0,,4.0,,3.0,,,4.0,4.0,5.0,3.0,3.0,3.0,,3.0,2.0,,S1921,43.709917114700005,-79.309915823,320102.99600000004,4840901.833000001
